id,x,y
840170311016,41.80118,-87.832349
840170310022,41.687165,-87.539315
840170314201,42.139996000000004,-87.799227
840170313103,41.965193,-87.876265
840170310076,41.7514,-87.713488
840170317002,42.062053000000006,-87.67525400000001
840170314007,42.060285,-87.863225
840170314002,41.855243,-87.75247
840170311601,41.66812,-87.99056999999999
840170310032,41.755832,-87.54535
840170310001,41.670992,-87.732457
840170311003,41.984332,-87.792002
